,Tweet_ID,Tweet_Text,Info,feature_a,feature_b,feature_c,created_at,location
21,389917205078753280,"RT @YouScoop: PHOTO: Magnitude 7.2 quake 5KM E of Balilihan, Bohol, Philippines. Please stay safe. http://t.co/S2Dzdyaxm6",1,"16 words, the -1 word","RT,@YouScoop,PHOTO,Magnitude,72,quake,5KM,E,of,Balilihan,Bohol,Philippines,Please,stay,safe,http//tco/S2Dzdyaxm6",", ",,
22,389917750363029504,"#Temblor♨ M 5.4, 6km NNE of Nueva Fuerza, Philippines http://t.co/4hpmJmNcc2 #Earthquake #Sismo",1,"12 words, the 10 word","Temblor♨,M,54,6km,NNE,of,Nueva,Fuerza,Philippines,http//tco/4hpmJmNcc2,Earthquake,Sismo","http://t.co/4hpmJmNcc2, #Sismo",Tue Oct 15 00:56:50 +0000 2013,San Juan PR
23,389918157202128896,"RT @YouScoop: PHOTO: Magnitude 7.2 quake 5KM E of Balilihan, Bohol, Philippines. Please stay safe. http://t.co/sKK8NZx49J",1,"16 words, the -1 word","RT,@YouScoop,PHOTO,Magnitude,72,quake,5KM,E,of,Balilihan,Bohol,Philippines,Please,stay,safe,http//tco/sKK8NZx49J",", ",Tue Oct 15 00:58:27 +0000 2013,"Bacolod City, Philippines"
24,389918857642536960,"RT @Tweetbrk: NEW: Significant preliminary 7.2 magnitude earthquake just off Nueva Vida Sur, Philippines - @MicahGrimes",1,"16 words, the 7 word","RT,@Tweetbrk,NEW,Significant,preliminary,72,magnitude,earthquake,just,off,Nueva,Vida,Sur,Philippines,,@MicahGrimes","magnitude, just",Tue Oct 15 01:01:14 +0000 2013,Los Angeles-CA-USA
25,389919981720195073,RT @hamburqa: there was a 7.2 magnitude earthquake in philippines after u posted that G.U.Y. snippet. THIS WORLD CAN'T HANDLE #ARTPOP. @lad…,1,"22 words, the 7 word","RT,@hamburqa,there,was,a,72,magnitude,earthquake,in,philippines,after,u,posted,that,GUY,snippet,THIS,WORLD,CAN'T,HANDLE,ARTPOP,@lad…","magnitude, in",Tue Oct 15 01:05:42 +0000 2013,actresses • gaga • del rey
26,389920120119635969,National Disaster Agency: 4 people killed in building collapse in Cebu after Philippines quake - @Reuters,1,"16 words, the -1 word","National,Disaster,Agency,4,people,killed,in,building,collapse,in,Cebu,after,Philippines,quake,,@Reuters",", ",Tue Oct 15 01:06:15 +0000 2013,US
27,389920547934449664,A 7.4 magnitude #earthquake has hit the southern #Philippines. There's no threat of a #tsunami.,1,"15 words, the 3 word","A,74,magnitude,earthquake,has,hit,the,southern,Philippines,There's,no,threat,of,a,tsunami","magnitude, has",Tue Oct 15 01:07:57 +0000 2013,Vancouver
28,389922229871321088,"RT @BreakingNews: 4 people killed in building collapse in Cebu Philippines after 7.2 earthquake, per National Disaster Agency - @Reuters",1,"20 words, the 13 word","RT,@BreakingNews,4,people,killed,in,building,collapse,in,Cebu,Philippines,after,72,earthquake,per,National,Disaster,Agency,,@Reuters","7.2, per",Tue Oct 15 01:14:38 +0000 2013,Sunshine Coast Qld
29,389922267594887168,RT @joshdanieldlr: Just a strong earthquake recently happened... let's pray 4 those who were badly affected... God bless us. #cebu,1,"20 words, the 5 word","RT,@joshdanieldlr,Just,a,strong,earthquake,recently,happened,let's,pray,4,those,who,were,badly,affected,God,bless,us,cebu","strong, recently",Tue Oct 15 01:14:47 +0000 2013,National City
30,389922594788364288,7.4 quake strikes Philippines http://t.co/CYFzDjMH8X,1,"5 words, the -1 word","74,quake,strikes,Philippines,http//tco/CYFzDjMH8X",", ",Tue Oct 15 01:16:05 +0000 2013,New Zealand
31,389922607333515264,"RT @BreakingNews: 4 people killed in building collapse in Cebu Philippines after 7.2 earthquake, per National Disaster Agency - @Reuters",1,"20 words, the 13 word","RT,@BreakingNews,4,people,killed,in,building,collapse,in,Cebu,Philippines,after,72,earthquake,per,National,Disaster,Agency,,@Reuters","7.2, per",Tue Oct 15 01:16:08 +0000 2013,Orange County CA USA
32,389923207127392256,"RT @YahooNews: Magnitude 7.4 quake hits Philippines, no tsunami threat: http://t.co/UikcL2p11t",1,"11 words, the -1 word","RT,@YahooNews,Magnitude,74,quake,hits,Philippines,no,tsunami,threat,http//tco/UikcL2p11t",", ",Tue Oct 15 01:18:31 +0000 2013,"Des Moines, IA"
33,389923253285707776,RT @ilovejamich: Magnitude 7.2 #earthquake in Bohol :( Pagdasal natin lahat ng apektado. Sana maging safe ang lahat. #PrayForBohol #Philipp…,1,"20 words, the 4 word","RT,@ilovejamich,Magnitude,72,earthquake,in,Bohol,(,Pagdasal,natin,lahat,ng,apektado,Sana,maging,safe,ang,lahat,PrayForBohol,Philipp…","7.2, in",Tue Oct 15 01:18:42 +0000 2013,Lipa City
34,389924079555207168,"RT @cnni: A 7.2-magnitude earthquake has struck in the southeastern Philippines, the U.S. Geological Survey says. http://t.co/3jwtWsTrP9",1,"17 words, the 4 word","RT,@cnni,A,72magnitude,earthquake,has,struck,in,the,southeastern,Philippines,the,US,Geological,Survey,says,http//tco/3jwtWsTrP9","7.2-magnitude, has",Tue Oct 15 01:21:59 +0000 2013,"NCR,Philippines and Toronto"
35,389924092130107392,"#earthquake M7.2: Bohol, Philippines http://t.co/mcLjuPxXBX",1,"5 words, the 0 word","earthquake,M72,Bohol,Philippines,http//tco/mcLjuPxXBX",", M7.2:",Tue Oct 15 01:22:02 +0000 2013,
36,389924213751963649,"Lord God, keep the people safe in the Philippines  #earthquake",1,"11 words, the 9 word","Lord,God,keep,the,people,safe,in,the,Philippines,earthquake","Philippines, ",Tue Oct 15 01:22:31 +0000 2013,
37,389924276666523650,"RT @abcnews: #Breaking: #Earthquake measuring 7.4 hits southern Philippines, says USGS",1,"11 words, the 3 word","RT,@abcnews,Breaking,Earthquake,measuring,74,hits,southern,Philippines,says,USGS","#Breaking:, measuring",Tue Oct 15 01:22:46 +0000 2013,Brisbane
38,389924633220112384,7.2 quake hits southern Philippines http://t.co/XB9WUM3B7V,1,"6 words, the -1 word","72,quake,hits,southern,Philippines,http//tco/XB9WUM3B7V",", ",Tue Oct 15 01:24:11 +0000 2013,
39,389924834547089409,Major earthquake hits the Philippines http://t.co/uS0nhcvUl6,1,"6 words, the 1 word","Major,earthquake,hits,the,Philippines,http//tco/uS0nhcvUl6","Major, hits",Tue Oct 15 01:24:59 +0000 2013,
40,389926310924914688,#Jackrobinson73 7.2-earthquake hits Philippines http://t.co/g1fzaRGjnp #Jackrobinson73,1,"6 words, the 1 word","Jackrobinson73,72earthquake,hits,Philippines,http//tco/g1fzaRGjnp,Jackrobinson73","#Jackrobinson73, hits",Tue Oct 15 01:30:51 +0000 2013,
41,389926344487759873,Major quake hits Philippines http://t.co/fHHxr8iWrg,1,"5 words, the -1 word","Major,quake,hits,Philippines,http//tco/fHHxr8iWrg",", ",Tue Oct 15 01:30:59 +0000 2013,Trukstop skate park
42,389926386418216960,Breaking: A 7.2 earthquake just hit Bohol in central Philippines.,1,"10 words, the 3 word","Breaking,A,72,earthquake,just,hit,Bohol,in,central,Philippines","7.2, just",Tue Oct 15 01:31:09 +0000 2013,the World
43,389926617109524480,"RT @BBCBreaking: At least four killed in building collapse after 7.2 magnitude earthquake in Philippines near Cebu, officials say",1,"19 words, the 12 word","RT,@BBCBreaking,At,least,four,killed,in,building,collapse,after,72,magnitude,earthquake,in,Philippines,near,Cebu,officials,say","magnitude, in",,
44,389926671618297856,RT @EarthAlerts: #earthquake: M 7.2 - Pacific Ocean - West Philippines [Central Visayas] Buenavista: Preliminary Earthquake Rep... http://t…,1,"18 words, the 2 word","RT,@EarthAlerts,earthquake,M,72,,Pacific,Ocean,,West,Philippines,[Central,Visayas],Buenavista,Preliminary,Earthquake,Rep,http//t…","@EarthAlerts:, M",,
45,389927502119849984,RT @SmileForDaniel: Let us all pray for the earthquake victims. Hope everyone is safe. #PrayForVisayas 🙏,1,"16 words, the 8 word","RT,@SmileForDaniel,Let,us,all,pray,for,the,earthquake,victims,Hope,everyone,is,safe,PrayForVisayas,🙏","the, victims.",,
46,389927728591294464,"@BBCBreaking: At least four killed in building collapse after 7.2 magnitude earthquake in Philippines near Cebu, officials say 😢",1,"19 words, the 11 word","@BBCBreaking,At,least,four,killed,in,building,collapse,after,72,magnitude,earthquake,in,Philippines,near,Cebu,officials,say,😢","magnitude, in",Tue Oct 15 01:36:29 +0000 2013,U.S.A.
47,389927887991627776,RT @mindanaoan: Is this in #Bohol Robert? OMG so heartbreaking!!! #earthquake RT @tokyodrastic: 400 year old tower collapsed... http://t.co…,1,"19 words, the 10 word","RT,@mindanaoan,Is,this,in,Bohol,Robert,OMG,so,heartbreaking,earthquake,RT,@tokyodrastic,400,year,old,tower,collapsed,http//tco…","heartbreaking!!!, RT",,
48,389927984435449856,RT @SmileForDaniel: Let us all pray for the earthquake victims. Hope everyone is safe. #PrayForVisayas 🙏,1,"16 words, the 8 word","RT,@SmileForDaniel,Let,us,all,pray,for,the,earthquake,victims,Hope,everyone,is,safe,PrayForVisayas,🙏","the, victims.",Tue Oct 15 01:37:30 +0000 2013,"Bacolod City, Western Visayas"
49,389928051540127744,Major earthquake hits the Philippines http://t.co/uI8F8FeCsa,1,"6 words, the 1 word","Major,earthquake,hits,the,Philippines,http//tco/uI8F8FeCsa","Major, hits",,
50,389928236118855680,"7.2 Quake Hits Central Philippines, Killing 4: 7.2-magnitude quake hits central Philippine island, killing at ... http://t.co/kt6daIcIei",1,"17 words, the -1 word","72,Quake,Hits,Central,Philippines,Killing,4,72magnitude,quake,hits,central,Philippine,island,killing,at,,http//tco/kt6daIcIei",", ",Tue Oct 15 01:38:30 +0000 2013,
51,389928303219335169,"7.2 Quake Hits Central Philippines, Killing 4: 7.2-magnitude quake hits central Philippine island, killing at ... http://t.co/HekKxVreiN",1,"17 words, the -1 word","72,Quake,Hits,Central,Philippines,Killing,4,72magnitude,quake,hits,central,Philippine,island,killing,at,,http//tco/HekKxVreiN",", ",Tue Oct 15 01:38:46 +0000 2013,india
52,389929347617812480,'Four killed' by Philippines quake http://t.co/MWs7ccLiPP,1,"6 words, the -1 word","'Four,killed',by,Philippines,quake,http//tco/MWs7ccLiPP",", ",Tue Oct 15 01:42:55 +0000 2013,
53,389929456665522177,RT @jerminix: Grabbed pic from the #earthquake aftermath.. stay safe everyone #cebu @sunstarcebu @gmanews @GMANewsOnline http://t.co/IYVXRB…,1,"16 words, the 6 word","RT,@jerminix,Grabbed,pic,from,the,earthquake,aftermath,stay,safe,everyone,cebu,@sunstarcebu,@gmanews,@GMANewsOnline,http//tco/IYVXRB…","the, aftermath..",Tue Oct 15 01:43:21 +0000 2013,
54,389929771234111488,"7.2 quake his Philippines: MANILA, Oct. 14 (UPI) --  A magnitude-7.2 earthquake hit the Philippines Tuesday mo... http://t.co/1jAZw4Tpm1",1,"19 words, the 11 word","72,quake,his,Philippines,MANILA,Oct,14,(UPI),,A,magnitude72,earthquake,hit,the,Philippines,Tuesday,mo,http//tco/1jAZw4Tpm1","magnitude-7.2, hit",Tue Oct 15 01:44:36 +0000 2013,"Ibadan, Nigeria"
55,389929787990355968,@SmileForDaniel: Let us all pray for the earthquake victims. Hope everyone is safe. #PrayForVisayas 🙏,1,"15 words, the 7 word","@SmileForDaniel,Let,us,all,pray,for,the,earthquake,victims,Hope,everyone,is,safe,PrayForVisayas,🙏","the, victims.",Tue Oct 15 01:44:40 +0000 2013,KDKN
56,389930106766245888,"RT @NBCNews: 7.2 quake strikes near one of Philippines' largest cities, according to USGS. Reuters &amp; local media report 4 killed http://t.c…",1,"22 words, the -1 word","RT,@NBCNews,72,quake,strikes,near,one,of,Philippines',largest,cities,according,to,USGS,Reuters,&amp,local,media,report,4,killed,http//tc…",", ",Tue Oct 15 01:45:56 +0000 2013,"Raleigh, NC"
57,389930605908987904,"RT @WW5SOSFamily: there was an earthquake in the philippines(visayas) earlier while i was fangirling at keek, pls pray for them guys it was…",1,"23 words, the 5 word","RT,@WW5SOSFamily,there,was,an,earthquake,in,the,philippines(visayas),earlier,while,i,was,fangirling,at,keek,pls,pray,for,them,guys,it,was…","an, in",,
58,389930626867933184,"RT @RicoHizon: 7.2 magnitude quake strikes #Bohol, #Philippines at 8:12 am according to the USGS. Praying for the safety of our our kababay…",1,"23 words, the -1 word","RT,@RicoHizon,72,magnitude,quake,strikes,Bohol,Philippines,at,812,am,according,to,the,USGS,Praying,for,the,safety,of,our,our,kababay…",", ",Tue Oct 15 01:48:00 +0000 2013,
59,389930853364547585,"RT @EXOffical_: Felt sorry for the victims of the magnitude 7.2 #earthquake in Bohol,Philippines :((",1,"15 words, the 11 word","RT,@EXOffical_,Felt,sorry,for,the,victims,of,the,magnitude,72,earthquake,in,BoholPhilippines,((","7.2, in",,
60,389930907886686208,RT @itsbarbiexu: prayers to people of philippines affected by magnitude 7 earthquake. hope all is safe,1,"16 words, the 11 word","RT,@itsbarbiexu,prayers,to,people,of,philippines,affected,by,magnitude,7,earthquake,hope,all,is,safe","7, hope",,
61,389931167941541888,"#SuryaRay #Indian 7.2 quake hits central Philippines, killing 4 - USA TODAY http://t.co/uSbXYdbBHO @SuryaRay #India",1,"15 words, the -1 word","SuryaRay,Indian,72,quake,hits,central,Philippines,killing,4,,USA,TODAY,http//tco/uSbXYdbBHO,@SuryaRay,India",", ",Tue Oct 15 01:50:09 +0000 2013,
62,389931205690277889,"RT @EXOffical_: Felt sorry for the victims of the magnitude 7.2 #earthquake in Bohol,Philippines :((",1,"15 words, the 11 word","RT,@EXOffical_,Felt,sorry,for,the,victims,of,the,magnitude,72,earthquake,in,BoholPhilippines,((","7.2, in",,
63,389931276972875777,Photo: #Soco #glass #broken after the shaky #earthquake at #home #kaloka #cebu #instapic #instagram... http://t.co/JpZIdjEIaw,1,"15 words, the 7 word","Photo,Soco,glass,broken,after,the,shaky,earthquake,at,home,kaloka,cebu,instapic,instagram,http//tco/JpZIdjEIaw","shaky, at",Tue Oct 15 01:50:35 +0000 2013,Cebu
64,389931490894548993,GOD . wag nio po clang papabayaan #PrayForBohol,1,"8 words, the -1 word","GOD,,wag,nio,po,clang,papabayaan,PrayForBohol",", ",Tue Oct 15 01:51:26 +0000 2013,Republic of the Philippines
65,389931578971131904,"4 people killed in building collapse in Cebu Philippines after 7.2 earthquake, per National Disaster Agency - @Reuters",1,"18 words, the 11 word","4,people,killed,in,building,collapse,in,Cebu,Philippines,after,72,earthquake,per,National,Disaster,Agency,,@Reuters","7.2, per",Tue Oct 15 01:51:47 +0000 2013,"Washington, DC"
66,389931587363565570,"7.2-earthquake hits Philippines: A magnitude-7.2 earthquake struck in the southeastern Philippines on Tuesday,... http://t.co/YVFyXT1ltJ",1,"14 words, the 0 word","72earthquake,hits,Philippines,A,magnitude72,earthquake,struck,in,the,southeastern,Philippines,on,Tuesday,http//tco/YVFyXT1ltJ",", hits",Tue Oct 15 01:51:49 +0000 2013,
67,389931662874005504,"7.2 quake hits central Philippines, killing 4 - http://t.co/sx1fmLwhGb",1,"9 words, the -1 word","72,quake,hits,central,Philippines,killing,4,,http//tco/sx1fmLwhGb",", ",,
68,389931708994564096,RT @Reuters: Four killed in building collapse after Philippines quake: disaster agency http://t.co/oPHoBr6CFq,1,"13 words, the -1 word","RT,@Reuters,Four,killed,in,building,collapse,after,Philippines,quake,disaster,agency,http//tco/oPHoBr6CFq",", ",Tue Oct 15 01:52:18 +0000 2013,Planet Earth
69,389931721556115457,"7.2-earthquake hits Philippines: A magnitude-7.2 earthquake struck in the southeastern Philippines on Tuesday,... http://t.co/ctlNeG4G40",1,"14 words, the 0 word","72earthquake,hits,Philippines,A,magnitude72,earthquake,struck,in,the,southeastern,Philippines,on,Tuesday,http//tco/ctlNeG4G40",", hits",Tue Oct 15 01:52:21 +0000 2013,"Lagos, Nigeria"
70,389931935486590976,"7.2-earthquake hits Philippines: A magnitude-7.2 earthquake struck in the southeastern Philippines on Tuesday,... http://t.co/5a2SG6gu3S",1,"14 words, the 0 word","72earthquake,hits,Philippines,A,magnitude72,earthquake,struck,in,the,southeastern,Philippines,on,Tuesday,http//tco/5a2SG6gu3S",", hits",Tue Oct 15 01:53:12 +0000 2013,"When u get 2 YABA, turn LEFT"
71,389932359098724352,RT @EXOffical_: NOW: Church and roads impacted by large 7.2 magnitude #earthquake in #Bohol #Philippines Tuesday. 4 dead. http://t.co/CUzVD…,1,"19 words, the 11 word","RT,@EXOffical_,NOW,Church,and,roads,impacted,by,large,72,magnitude,earthquake,in,Bohol,Philippines,Tuesday,4,dead,http//tco/CUzVD…","magnitude, in",,
72,389932552066052096,RT @disguised101: @danicelorenzo: i pray for the safety of the people there in visayas #earthquake #Philippines http://t.co/aNW5FJW3pS St…,1,"18 words, the 14 word","RT,@disguised101,@danicelorenzo,i,pray,for,the,safety,of,the,people,there,in,visayas,earthquake,Philippines,http//tco/aNW5FJW3pS,St…","visayas, #Philippines",Tue Oct 15 01:55:39 +0000 2013,
73,389932656885899265,RT @nglive2: AFP Major 7.2 magnitude quake strikes Philippines: USGS http://t.co/6LyIvywxkQ,1,"11 words, the -1 word","RT,@nglive2,AFP,Major,72,magnitude,quake,strikes,Philippines,USGS,http//tco/6LyIvywxkQ",", ",,
74,389932694638841857,"RT @BBCBreaking: 7.2 magnitude earthquake hits central Philippines, killing four, but no tsunami expected say officials http://t.co/5iok6dD…",1,"17 words, the 4 word","RT,@BBCBreaking,72,magnitude,earthquake,hits,central,Philippines,killing,four,but,no,tsunami,expected,say,officials,http//tco/5iok6dD…","magnitude, hits",,
75,389932761772879872,"RT @bbcnews_ticker: Earthquake measuring 7.2 magnitude hits central Philippines, killing four people - officials http://t.co/4wmjUmSW4u",1,"15 words, the 2 word","RT,@bbcnews_ticker,Earthquake,measuring,72,magnitude,hits,central,Philippines,killing,four,people,,officials,http//tco/4wmjUmSW4u","@bbcnews_ticker:, measuring",Tue Oct 15 01:56:29 +0000 2013,I live in paradise.
76,389932828890107904,7.2 magnitude keep safe everyone #PrayForBohol and to the nearest island who also affected of earthquake #PrayForPhilippines,1,"17 words, the 15 word","72,magnitude,keep,safe,everyone,PrayForBohol,and,to,the,nearest,island,who,also,affected,of,earthquake,PrayForPhilippines","of, #PrayForPhilippines",,
77,389933231531102208,"RT @duvall_jd: 7.2 quake hits central Philippines, killing 4 - USA TODAY: Vancouver Sun7.2 quake hits central Ph... http://t.co/EGYxj0FEaC …",1,"20 words, the -1 word","RT,@duvall_jd,72,quake,hits,central,Philippines,killing,4,,USA,TODAY,Vancouver,Sun72,quake,hits,central,Ph,http//tco/EGYxj0FEaC,…",", ",Tue Oct 15 01:58:21 +0000 2013,BC
78,389933239902543874,@Reuters: Four killed in building collapse after Philippines quake: disaster agency http://t.co/tCt1uHnbS0,1,"12 words, the -1 word","@Reuters,Four,killed,in,building,collapse,after,Philippines,quake,disaster,agency,http//tco/tCt1uHnbS0",", ",Tue Oct 15 01:58:23 +0000 2013,Worldwide
79,389933332177649664,Latest on the deadly #earthquake that hit the #Philippines just over an hour ago.... http://t.co/0zBCFdXD8J http://t.co/rhrO0kw3SI...,1,"16 words, the 4 word","Latest,on,the,deadly,earthquake,that,hit,the,Philippines,just,over,an,hour,ago,http//tco/0zBCFdXD8J,http//tco/rhrO0kw3SI","deadly, that",Tue Oct 15 01:58:45 +0000 2013,"New York, NY"
80,389933365731659776,Let's be united and pray for the #EarthquakeVictims in Bohol and other nearby provinces. #PrayforVisayas #earthquake,1,"16 words, the 7 word","Let's,be,united,and,pray,for,the,EarthquakeVictims,in,Bohol,and,other,nearby,provinces,PrayforVisayas,earthquake","the, in",,
